card_url	color	number	name	text	flavor	mana	type	otherSets	cmc	rarity	expansion	artist	pt	mark	colorIndicator	image_url	image_file	booze_text
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Vendilion+Clique	Blue	67	Vendilion Clique	"FlashFlyingWhen Vendilion Clique enters the battlefield, look at target player's hand. You may choose a nonland card from it. If you do, that player reveals the chosen card, puts it on the bottom of his or her library, then draws a card."			Legendary Creature   Faerie Wizard		3	Mythic Rare	Modern Masters 2015 Edition	Willian Murai	1-Mar			../../Handlers/Image.ashx?multiverseid=397824&type=card	117.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Venser%2C+Shaper+Savant	Blue	15	"Venser, Shaper Savant"	"Flash(You may cast this spell any time you could cast an instant.)When Venser, Shaper Savant enters the battlefield, return target spell or permanent to its owner's hand."	His marvels of artifice pale in comparison to the developing machinery of his mind.		Legendary Creature   Human Wizard		4	Mythic Rare	From the Vault: Twenty	Eric Deschamps	2-Feb			../../Handlers/Image.ashx?multiverseid=373326&type=card	118.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Wake+Thrasher	Blue	31	Wake Thrasher	"Whenever a permanent you control becomes untapped, Wake Thrasher gets +1/+1 until end of turn."	Anyone who thinks merrows have more brains than brawn has never been run over by one.		Creature   Merfolk Soldier		3	Rare	Eventide	Jesper Ejsing	1-Jan			../../Handlers/Image.ashx?multiverseid=157405&type=card	119.jpg	"Drunktouch\nWhenever a permanent you control becomes untapped, Wake Thrasher gets +1/+1 until end of turn."
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Waterfront+Bouncer	Blue	102	Waterfront Bouncer	",, Discard a card: Return target creature to its owner's hand."	Closing time comes earlier to some than to others.		Creature   Merfolk Spellshaper		2	Uncommon	Vintage Masters	Parente	1-Jan			../../Handlers/Image.ashx?multiverseid=383150&type=card	120.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Control+Magic	Blue	63	Control Magic	Enchant creatureYou control enchanted creature.	"Do as I think, not as I do.Jace Beleren"		Enchantment   Aura		4	Rare	Vintage Masters	Clint Cearley				../../Handlers/Image.ashx?multiverseid=382895&type=card	121.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Future+Sight	Blue	71	Future Sight	Play with the top card of your library revealed.You may play the top card of your library.			Enchantment		5	Rare	Vintage Masters	Dan Scott				../../Handlers/Image.ashx?multiverseid=382946&type=card	122.jpg	Play with the top card of your library revealed.\nYou may play the top card of your library if you drink 1.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Legacy%27s+Allure	Blue	56	Legacy's Allure	"At the beginning of your upkeep, you may put a treasure counter on Legacy's Allure.Sacrifice Legacy's Allure: Gain control of target creature with power less than or equal to the number of treasure counters on Legacy's Allure.(This effect lasts indefinitely.)"			Enchantment		2	Rare	Tempest Remastered	Daren Bader				../../Handlers/Image.ashx?multiverseid=397409&type=card	123.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Opposition	Blue	92	Opposition	"Tap an untapped creature you control: Tap target artifact, creature, or land."	Exhausting a wizard can be exhausting work.		Enchantment		4	Rare	Seventh Edition	Mark Brill				../../Handlers/Image.ashx?multiverseid=15796&type=card	124.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Treachery	Blue	50	Treachery	"Enchant creatureWhen Treachery enters the battlefield, untap up to five lands.You control enchanted creature."	"The academy educates; I employ. It's a perfect arrangement.Gatha, Tolarian renegade"		Enchantment   Aura		5	Rare	Urza's Destiny	Matthew Wilson				../../Handlers/Image.ashx?multiverseid=12148&type=card	125.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Ancestral+Vision	Blue	21	Ancestral Vision	"Suspend 4(Rather than cast this card from your hand, payand exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)Target player draws three cards."			Sorcery			Rare	"Duel Decks Anthology, Jace vs. Chandra"	Mark Poole			Blue	../../Handlers/Image.ashx?multiverseid=393818&type=card	126.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Careful+Study	Blue	70	Careful Study	"Draw two cards, then discard two cards."	Books are like cropsthey must be thinned for best yield.		Sorcery		1	Common	Odyssey	Scott M. Fischer				../../Handlers/Image.ashx?multiverseid=29727&type=card	127.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Compulsive+Research	Blue	102	Compulsive Research	Target player draws three cards. Then that player discards two cards unless he or she discards a land card.	"Four parts molten bronze, yes . . . one part frozen mercury, yes, yes . . . but then what?"		Sorcery		3	Common	Commander 2014	Michael Sutfin				../../Handlers/Image.ashx?multiverseid=389467&type=card	128.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Deep+Analysis	Blue	65	Deep Analysis	"Target player draws two cards.Flashback, Pay 3 life.(You may cast this card from your graveyard for its flashback cost. Then exile it.)"	The specimen seems to be broken.		Sorcery		4	Common	Vintage Masters	Daren Bader				../../Handlers/Image.ashx?multiverseid=382912&type=card	129.jpg	Target player draws two cards.\nFlashback: 1U and drink 2.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Gitaxian+Probe	Blue	35	Gitaxian Probe	(can be paid with eitheror 2 life.)Look at target player's hand.Draw a card.	"My flesh holds no secrets, monster. The spirit of Mirrodin will fight on.Vy Covalt, Mirran resistance"		Sorcery		1	Common	New Phyrexia	Chippy		Phyrexian		../../Handlers/Image.ashx?multiverseid=233056&type=card	130.jpg	(The colored mana can be paid with either the appropriate colored mana or 2 drinks.)\nLook at target player's hand.\nDraw a card.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Ponder	Blue	73	Ponder	"Look at the top three cards of your library, then put them back in any order. You may shuffle your library.Draw a card."	Tomorrow belongs to those who prepare for it today.		Sorcery		1	Common	Magic 2012	Dan Scott				../../Handlers/Image.ashx?multiverseid=244313&type=card	131.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Preordain	Blue	101	Preordain	"Scry 2, then draw a card.(To scry 2, look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)"			Sorcery		1	Common	Commander 2015	Svetlin Velinov				../../Handlers/Image.ashx?multiverseid=405347&type=card	132.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Serum+Visions	Blue	36	Serum Visions	"Draw a card. Scry 2.(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)"			Sorcery		1	Common	Fifth Dawn	Ben Thompson				../../Handlers/Image.ashx?multiverseid=50145&type=card	133.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Show+and+Tell	Blue	96	Show and Tell	"Each player may put an artifact, creature, enchantment, or land card from his or her hand onto the battlefield."	"At the academy, ""show and tell"" too often becomes ""run and hide."""		Sorcery		3	Rare	Urza's Saga	Jeff Laubenstein				../../Handlers/Image.ashx?multiverseid=5697&type=card	134.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Time+Warp	Blue	74	Time Warp	Target player takes an extra turn after this one.	"Let's do it again!Squee, goblin cabin hand"		Sorcery		5	Mythic Rare	Tempest Remastered	Pete Venters				../../Handlers/Image.ashx?multiverseid=397391&type=card	135.jpg	Target player takes an extra turn after this one. The targeted player drinks 3 at the start of the extra turn.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Upheaval	Blue	13	Upheaval	Return all permanents to their owners' hands.	The calm comes after the storm.		Sorcery		6	Mythic Rare	From the Vault: Annihilation (2014)	Kev Walker				../../Handlers/Image.ashx?multiverseid=386296&type=card	136.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Brainstorm	Blue	90	Brainstorm	"Draw three cards, then put two cards from your hand on top of your library in any order."	"The mizzium-sphere array drove her mind deep into the thought field, where only the rarest motes of genius may be plucked."		Instant		1	Common	Commander 2015	Willian Murai				../../Handlers/Image.ashx?multiverseid=405158&type=card	137.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Condescend	Blue	28	Condescend	"Counter target spell unless its controller pays. Scry 2.(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)"			Instant		1	Common	"Duel Decks Anthology, Jace vs. Chandra"	Ron Spears				../../Handlers/Image.ashx?multiverseid=393823&type=card	138.jpg	Counter target spell unless its controller pays X and drinks X.\nScry 2.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Counterspell	Blue	43	Counterspell	Counter target spell.	"It was probably a lousy spell in the first place.Ertai, wizard adept"		Instant		2	Uncommon	Tempest Remastered	Stephen Daniele				../../Handlers/Image.ashx?multiverseid=397612&type=card	139.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Cryptic+Command	Blue	43	Cryptic Command	Choose two  Counter target spell. Return target permanent to its owner's hand. Tap all creatures your opponents control. Draw a card.			Instant		4	Rare	Modern Masters 2015 Edition	Wayne England				../../Handlers/Image.ashx?multiverseid=397793&type=card	140.jpg	Choose two:\n   Counter target spell.\n   Return target permanent to its owner's hand.\n   Tap all creatures your opponents control.\n   Draw a card.\n  Target player drinks 2
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Cyclonic+Rift	Blue	104	Cyclonic Rift	"Return target nonland permanent you don't control to its owner's hand.Overload(You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")"	The Izzet specialize in unnatural disaster.		Instant		2	Rare	Commander 2014	Chris Rahn				../../Handlers/Image.ashx?multiverseid=389477&type=card	141.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Daze	Blue	23	Daze	You may return an Island you control to its owner's hand rather than pay Daze's mana cost.Counter target spell unless its controller pays.			Instant		2	Common	"Duel Decks Anthology, Jace vs. Chandra"	Matthew D. Wilson				../../Handlers/Image.ashx?multiverseid=393826&type=card	142.jpg	You may return an Island you control to its owner's hand rather than pay Daze's mana cost.\nCounter target spell unless its controller pays 1 and drinks 1.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Dig+Through+Time	Blue	36	Dig Through Time	Delve(Each card you exile from your graveyard while casting this spell pays for.)Look at the top seven cards of your library. Put two of them into your hand and the rest on the bottom of your library in any order.			Instant		8	Rare	Khans of Tarkir	Ryan Yee		Sultai		../../Handlers/Image.ashx?multiverseid=386518&type=card	143.jpg	Delve (Each card you exile from your graveyard or drink you take while casting this spell pays for 1.)\nLook at the top seven cards of your library. Put two of them into your hand and the rest on the bottom of your library in any order.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Dismiss	Blue	45	Dismiss	Counter target spell.Draw a card.	"There is nothing you can do that I cannot simply deny.Ertai, wizard adept"		Instant		4	Uncommon	Tempest Remastered	Donato Giancola				../../Handlers/Image.ashx?multiverseid=397545&type=card	144.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Dissipate	Blue	51	Dissipate	"Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard."	"This abomination never belonged in our world. I'm merely setting it free.Dierk, geistmage"		Instant		3	Uncommon	Magic 2015 Core Set	Tomasz Jedruszek				../../Handlers/Image.ashx?multiverseid=383226&type=card	145.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Dissolve	Blue	47	Dissolve	Counter target spell. Scry 1.(Look at the top card of your library. You may put that card on the bottom of your library.)	You thought only the gods could stop you?		Instant		3	Uncommon	Theros	Wesley Burt				../../Handlers/Image.ashx?multiverseid=373557&type=card	146.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Essence+Scatter	Blue	55	Essence Scatter	Counter target creature spell.	"What you attempt to pull from the ther, I can spread onto the wind.Jace Beleren"		Instant		2	Common	Magic 2014 Core Set	Jon Foster				../../Handlers/Image.ashx?multiverseid=370694&type=card	147.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Fact+or+Fiction	Blue	94	Fact or Fiction	Reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.	Try to pretend like you understand what's important.		Instant		4	Uncommon	Commander 2015	Matt Cavotta				../../Handlers/Image.ashx?multiverseid=405223&type=card	148.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Forbid	Blue	50	Forbid	"BuybackDiscard two cards.(You may discard two cards in addition to any other costs as you cast this spell. If you do, put this card into your hand as it resolves.)Counter target spell."			Instant		3	Rare	Tempest Remastered	Scott Kirschner				../../Handlers/Image.ashx?multiverseid=397532&type=card	149.jpg	Buyback: Discard two cards and take 1 drink.\nCounter target spell.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Forbidden+Alchemy	Black	55	Forbidden Alchemy	Look at the top four cards of your library. Put one of them into your hand and the rest into your graveyard.Flashback(You may cast this card from your graveyard for its flashback cost. Then exile it.)			Instant		3	Common	Innistrad	David Rapoza				../../Handlers/Image.ashx?multiverseid=226758&type=card	150.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Force+of+Will	Blue	69	Force of Will	You may pay 1 life and exile a blue card from your hand rather than pay Force of Will's mana cost.Counter target spell.			Instant		5	Rare	Vintage Masters	Matt Stewart				../../Handlers/Image.ashx?multiverseid=382943&type=card	151.jpg	You may pay 1 life and exile a blue card from your hand OR drink 5 rather than pay Force of Will's mana cost.\nCounter target spell.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Force+Spike	Blue	14	Force Spike	Counter target spell unless its controller pays.	I don't think so.		Instant		1	Common	Duel Decks: Izzet vs. Golgari	Nelson DeCastro				../../Handlers/Image.ashx?multiverseid=292750&type=card	152.jpg	Counter target spell unless its controller pays 1 and drinks 1.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Gifts+Ungiven	Blue	46	Gifts Ungiven	Search your library for up to four cards with different names and reveal them. Target opponent chooses two of those cards. Put the chosen cards into your graveyard and the rest into your hand. Then shuffle your library.			Instant		4	Rare	Modern Masters	D. Alexander Gregory				../../Handlers/Image.ashx?multiverseid=370368&type=card	153.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Impulse	Blue	63	Impulse	Look at the top four cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.	You call it luck. I call it preparation.		Instant		2	Common	Duel Decks: Speed vs. Cunning	Izzy				../../Handlers/Image.ashx?multiverseid=386330&type=card	154.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Into+the+Roil	Blue	115	Into the Roil	"Kicker(You may pay an additionalas you cast this spell.)Return target nonland permanent to its owner's hand. If Into the Roil was kicked, draw a card."	Roil tide! Roil tide! Tie yourselves down!		Instant		2	Common	Commander 2014	Kieran Yanner				../../Handlers/Image.ashx?multiverseid=389560&type=card	155.jpg	"Kicker: 1U and 1 drink\nReturn target nonland permanent to its owner's hand.\nIf Into the Roil was kicked, draw a card."
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Mana+Leak	Blue	50	Mana Leak	Counter target spell unless its controller pays.	The fatal flaw in every plan is the assumption that you know more than your enemy.		Instant		2	Common	Modern Masters 2015 Edition	Howard Lyon				../../Handlers/Image.ashx?multiverseid=397773&type=card	156.jpg	Counter target spell unless its controller pays 3 and drinks 3.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Miscalculation	Blue	36	Miscalculation	"Counter target spell unless its controller pays.Cycling(, Discard this card: Draw a card.)"			Instant		2	Common	Urza's Legacy	Jeff Laubenstein				../../Handlers/Image.ashx?multiverseid=12376&type=card	157.jpg	Counter target spell unless its controller pays 2 and drinks 2. Drinkcycling(Drink 1 and discard this card: Draw a card.)
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Negate	Blue	65	Negate	Counter target noncreature spell.	Masters of the arcane savor a delicious irony. Their study of deep and complex arcana leads to such a simple end: the ability to say merely yes or no.		Instant		2	Common	Magic Origins	Jeremy Jarvis				../../Handlers/Image.ashx?multiverseid=398629&type=card	158.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Pact+of+Negation	Blue	56	Pact of Negation	"Counter target spell.At the beginning of your next upkeep, pay. If you don't, you lose the game."	Those who expect betrayal at every turn are seldom disappointed.		Instant		0	Rare	Modern Masters	Jason Chan			Blue	../../Handlers/Image.ashx?multiverseid=370354&type=card	159.jpg	"Counter target spell.At the beginning of your next upkeep, pay 3UU or drink 5. If you don't, you lose the game."
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Remand	Blue	55	Remand	"Counter target spell. If that spell is countered this way, put it into its owner's hand instead of into that player's graveyard.Draw a card."	"For the Azorius, the law can be a physical shield against chaos and anarchy."		Instant		2	Uncommon	Modern Masters 2015 Edition	Zoltan Boros				../../Handlers/Image.ashx?multiverseid=397881&type=card	160.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Remove+Soul	Blue	47	Remove Soul	Counter target creature spell.	"Nethya stiffened suddenly, head cocked as if straining to hear some distant sound, then felt lifeless to the ground."		Instant		2	Common	Masters Edition III	Brian Snoddy				../../Handlers/Image.ashx?multiverseid=201269&type=card	161.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Repeal	Blue	104	Repeal	Return target nonland permanent with converted mana cost X to its owner's hand.Draw a card.	"Your deed cannot be undone. You, however, can be.Agosto, Azorius imperator"		Instant		1	Common	Commander 2015	Anthony Palumbo				../../Handlers/Image.ashx?multiverseid=405357&type=card	162.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Spell+Pierce	Blue	67	Spell Pierce	Counter target noncreature spell unless its controller pays.	"There's a hole in your plan.Noyan Dar, Tazeem lullmage"		Instant		1	Common	Zendikar	Vance Kovacs				../../Handlers/Image.ashx?multiverseid=178144&type=card	163.jpg	Counter target noncreature spell unless its controller pays 2 and drinks 2.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Stroke+of+Genius	Blue	108	Stroke of Genius	Target player draws X cards.	"After a hundred failed experiments, Urza was stunned to find that common silver passed through the portal undamaged. He immediately designed a golem made of the metal."		Instant		3	Rare	Commander 2015	Stephen Daniele				../../Handlers/Image.ashx?multiverseid=405399&type=card	164.jpg	Target player draws X cards.  You can drink 2 to pay for 1 colorless mana
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Jace+Beleren	Blue	1	Jace Beleren	+2: Each player draws a card.1: Target player draws a card.10: Target player puts the top twenty cards of his or her library into his or her graveyard.			Planeswalker   Jace		3	Mythic Rare	"Duel Decks Anthology, Jace vs. Chandra"	Kev Walker	3			../../Handlers/Image.ashx?multiverseid=393851&type=card	165.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Jace%2C+Architect+of+Thought	Blue	1	"Jace, Architect of Thought"	"+1: Until your next turn, whenever a creature an opponent controls attacks, it gets -1/-0 until end of turn.2: Reveal the top three cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other on the bottom of your library in any order.8: For each player, search that player's library for a nonland card and exile it, then that player shuffles his or her library. You may cast those cards without paying their mana costs."			Planeswalker   Jace		4	Mythic Rare	Duel Decks: Jace vs. Vraska	Igor Kieryluk	4			../../Handlers/Image.ashx?multiverseid=380190&type=card	166.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Jace%2C+the+Mind+Sculptor	Blue	74	"Jace, the Mind Sculptor"	"+2: Look at the top card of target player's library. You may put that card on the bottom of that player's library.0: Draw three cards, then put two cards from your hand on top of your library in any order.1: Return target creature to its owner's hand.12: Exile all cards from target player's library, then that player shuffles his or her hand into his or her library."			Planeswalker   Jace		4	Mythic Rare	Vintage Masters	Jason Chan	3			../../Handlers/Image.ashx?multiverseid=382979&type=card	167.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Tamiyo%2C+the+Moon+Sage	Blue	79	"Tamiyo, the Moon Sage"	"+1: Tap target permanent. It doesn't untap during its controller's next untap step.2: Draw a card for each tapped creature target player controls.8: You get an emblem with ""You have no maximum hand size"" and ""Whenever a card is put into your graveyard from anywhere, you may return it to your hand."""			Planeswalker   Tamiyo		5	Mythic Rare	Avacyn Restored	Eric Deschamps	4			../../Handlers/Image.ashx?multiverseid=240070&type=card	168.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Abhorrent+Overlord	Black	75	Abhorrent Overlord	"FlyingWhen Abhorrent Overlord enters the battlefield, put a number of 1/1 black Harpy creature tokens with flying onto the battlefield equal to your devotion to black.(Eachin the mana costs of permanents you control counts toward your devotion to black.)At the beginning of your upkeep, sacrifice a creature."			Creature   Demon		7	Rare	Theros	Slawomir Maniak	6-Jun			../../Handlers/Image.ashx?multiverseid=373661&type=card	169.jpg	"Flying\nWhen Abhorrent Overlord enters the battlefield, put a number of 1/1 black Harpy creature tokens with flying and buzztouch onto the battlefield equal to your devotion to black.\nAt the beginning of your upkeep, sacrifice a creature."
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Abyssal+Persecutor	Black	132	Abyssal Persecutor	"Flying, trampleYou can't win the game and your opponents can't lose the game."	His slaves crave death more than they desire freedom. He denies them both.		Creature   Demon		4	Mythic Rare	Commander 2014	Chippy	6-Jun			../../Handlers/Image.ashx?multiverseid=389422&type=card	170.jpg	"Flying, Trample, Drunktouch\nYou can't win the game and your opponents can't lose the game."
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Bloodghast	Black	83	Bloodghast	"Bloodghast can't block.Bloodghast has haste as long as an opponent has 10 or less life.Landfall  Whenever a land enters the battlefield under your control, you may return Bloodghast from your graveyard to the battlefield."			Creature   Vampire Spirit		2	Rare	Zendikar	Daarken	1-Feb			../../Handlers/Image.ashx?multiverseid=192230&type=card	171.jpg	"Bloodghast can't block.\nBloodghast has haste and drunktouch as long as an opponent has 10 or less life.\nLandfall - Whenever a land enters the battlefield under your control, you may return Bloodghast from your graveyard to the battlefield."
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Bloodsoaked+Champion	Black	66	Bloodsoaked Champion	Bloodsoaked Champion can't block.Raid : Return Bloodsoaked Champion from your graveyard to the battlefield. Activate this ability only if you attacked with a creature this turn.	Death is merely another foe the Mardu will overcome.		Creature   Human Warrior		1	Rare	Khans of Tarkir	Aaron Miller	1-Feb	Mardu		../../Handlers/Image.ashx?multiverseid=386494&type=card	172.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Bone+Shredder	Black	5	Bone Shredder	"FlyingEcho(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)When Bone Shredder enters the battlefield, destroy target nonartifact, nonblack creature."			Creature   Minion		3	Uncommon	Duel Decks: Phyrexia vs. the Coalition	Ron Spencer	1-Jan			../../Handlers/Image.ashx?multiverseid=209123&type=card	173.jpg	"Flying\nEcho: 2B and Drink 2\nWhen Bone Shredder enters the battlefield, destroy target nonartifact, nonblack creature."
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Carrion+Feeder	Black	2	Carrion Feeder	Carrion Feeder can't block.Sacrifice a creature: Put a +1/+1 counter on Carrion Feeder.	"Stinking of rot, it leaps between gravestones in search of its next meal."		Creature   Zombie		1	Common	Duel Decks: Phyrexia vs. the Coalition	Brian Snoddy	1-Jan			../../Handlers/Image.ashx?multiverseid=210133&type=card	174.jpg	Carrion Feeder can't block.\nSacrifice a creature: Put a +1/+1 counter on Carrion Feeder and Carrion Feeder gains drunktouch until the end of the turn.
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Dark+Confidant	Black	75	Dark Confidant	"At the beginning of your upkeep, reveal the top card of your library and put that card into your hand. You lose life equal to its converted mana cost."	"Greatness, at any cost."		Creature   Human Wizard		2	Mythic Rare	Modern Masters 2015 Edition	Scott M. Fischer	1-Feb			../../Handlers/Image.ashx?multiverseid=397731&type=card	175.jpg	"At the beginning of your upkeep, reveal the top card of your library and put that card into your hand. You lose X life and drink X/2 rounded up where X is equal to its converted mana cost."
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Dark+Petition	Black	90	Dark Petition	"Search your library for a card and put that card into your hand. Then shuffle your library.Spell mastery  If there are two or more instant and/or sorcery cards in your graveyard, addto your mana pool."			Sorcery		5	Rare	Magic Origins	Igor Kieryluk				../../Handlers/Image.ashx?multiverseid=398525&type=card	176.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Desecration+Demon	Black	63	Desecration Demon	"FlyingAt the beginning of each combat, any opponent may sacrifice a creature. If a player does, tap Desecration Demon and put a +1/+1 counter on it."			Creature   Demon		4	Rare	Return to Ravnica	Jason Chan	6-Jun			../../Handlers/Image.ashx?multiverseid=270959&type=card	177.jpg	"Flying\nDrunktouch\nAt the beginning of each combat, any opponent may sacrifice a creature. If a player does, tap Desecration Demon and put a +1/+1 counter on it."
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Disciple+of+Bolas	Black	140	Disciple of Bolas	"When Disciple of Bolas enters the battlefield, sacrifice another creature. You gain X life and draw X cards, where X is that creature's power."	Lord Bolas has shown me how each miserable little life holds untold resources.		Creature   Human Wizard		4	Rare	Commander 2014	Slawomir Maniak	1-Feb			../../Handlers/Image.ashx?multiverseid=389485&type=card	178.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Doomed+Necromancer	Black	137	Doomed Necromancer	",, Sacrifice Doomed Necromancer: Return target creature card from your graveyard to the battlefield."	Many necromancers share the same last wordsthe ones that conclude the undeath ritual.		Creature   Human Cleric Mercenary		3	Rare	Tenth Edition	Volkan Baga	2-Feb			../../Handlers/Image.ashx?multiverseid=129880&type=card	179.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Erebos%2C+God+of+the+Dead	Black	85	"Erebos, God of the Dead"	"IndestructibleAs long as your devotion to black is less than five, Erebos isn't a creature.(Eachin the mana costs of permanents you control counts toward your devotion to black.)Your opponents can't gain life., Pay 2 life: Draw a card."			Legendary Enchantment Creature   God		4	Mythic Rare	Theros	Peter Mohrbacher	7-May			../../Handlers/Image.ashx?multiverseid=373589&type=card	180.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Erebos%27s+Titan	Black	94	Erebos's Titan	"As long as your opponents control no creatures, Erebos's Titan has indestructible.(Damage and effects that say ""destroy"" don't destroy it.)Whenever a creature card leaves an opponent's graveyard, you may discard a card. If you do, return Erebos's Titan from your graveyard to your hand."			Creature   Giant		4	Mythic Rare	Magic Origins	Peter Mohrbacher	5-May			../../Handlers/Image.ashx?multiverseid=398584&type=card	181.jpg	
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Gatekeeper+of+Malakir	Black	8	Gatekeeper of Malakir	"Kicker(You may pay an additionalas you cast this spell.)When Gatekeeper of Malakir enters the battlefield, if it was kicked, target player sacrifices a creature."	You may enter the cityonce the toll is paid.		Creature   Vampire Warrior		2	Uncommon	Duel Decks: Sorin vs. Tibalt	Karl Kopinski	2-Feb			../../Handlers/Image.ashx?multiverseid=368479&type=card	182.jpg	"Kicker 1B\nWhen Gatekeeper of Malakir enters the battlefield, if it was kicked, target player sacrifices a creature and drinks x where x is the sacrificed creature's power."
http://gatherer.wizards.com/Pages/Card/Details.aspx?name=Geralf%27s+Messenger	Black	63	Geralf's Messenger	"Geralf's Messenger enters the battlefield tapped.When Geralf's Messenger enters the battlefield, target opponent loses 2 life.Undying(When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)"			Creature   Zombie		3	Rare	Dark Ascension	Kev Walker	2-Mar			../../Handlers/Image.ashx?multiverseid=243250&type=card	183.jpg	"Geralf's Messenger enters the battlefield tapped.\nWhen Geralf's Messenger enters the battlefield, target opponent loses 2 life and drinks 1.\nUndying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it)"
